symbol,name,summary,currency,sector,industry_group,industry,exchange,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi
PBCT,"People's United Financial, Inc.","People's United Financial, Inc. operates as the bank holding company for People's United Bank, National Association that provides commercial banking, retail banking, and wealth management services to individual, corporate, and municipal customers. The Commercial Banking segment offers commercial deposit products, commercial real estate lending, middle market and business banking, equipment financing, mortgage warehouse and asset-based lending, treasury management services, and capital market capabilities. The Retail Banking segment offers consumer lending, including residential mortgage and home equity lending; and consumer deposit gathering services. This segment also provides brokerage, financial and investment advisory, investment management, life insurance, financial management and planning, and non-institutional trust services. In addition, the company offers cash management, municipal banking, online banking, investment trading, and telephone banking services. It operates through a network of 417 branches in Connecticut, southeastern New York, Massachusetts, Vermont, Maine, and New Hampshire, as well as 631 ATMs. The company was founded in 1842 and is headquartered in Bridgeport, Connecticut.",USD,Financials,Banks,Banks,NMS,NASDAQ Global Select,United States,CT,Bridgeport,6604,http://www.peoples.com,Mid Cap,,,,,
PBI,Pitney Bowes Inc.,"Pitney Bowes Inc., a technology company, provides commerce solutions in the United States and internationally. The company operates through Global Ecommerce, Presort Services, and SendTech Solutions segments. The Global Ecommerce segment provides domestic parcel services, cross-border solutions, and digital delivery services. The Presort Services segment offers mail sortation services, which allow clients to qualify volumes of first-class mail, marketing mail, and bound and packet mail for postal work sharing discounts. The SendTech Solutions segment provides physical and digital mailing and shipping technology solutions, financing, services, supplies, and other applications for sending, tracking and receiving of letters, parcels, and flats. Pitney Bowes Inc. markets its products, solutions, and services direct and inside salesforce, global and regional partner channels, direct mailings, and Web-based offerings. The company was formerly known as Pitney Bowes Postage Meter Company. Pitney Bowes Inc. was founded in 1920 and is headquartered in Stamford, Connecticut.",USD,Industrials,Commercial & Professional Services,Commercial Services & Supplies,NYQ,New York Stock Exchange,United States,CT,Stamford,6926,http://www.pitneybowes.com,Small Cap,,,BBG000BQTPS2,BBG000BQTMJ9,BBG001S5V171
PCAR,PACCAR Inc,"PACCAR Inc designs, manufactures, and distributes light, medium, and heavy-duty commercial trucks in the United States, Europe, and internationally. It operates through three segments: Truck, Parts, and Financial Services. The Truck segment designs, manufactures, and distributes trucks for the over-the-road and off-highway hauling of commercial and consumer goods. It sells its trucks through a network of independent dealers under the Kenworth, Peterbilt, and DAF nameplates. The Parts segment distributes aftermarket parts for trucks and related commercial vehicles. The Financial Services segment conducts full-service leasing operations under the PacLease trade name. It also provides equipment financing and administrative support services for its franchisees; retail loan and leasing services for small, medium, and large commercial trucking companies, as well as independent owners/operators and other businesses; and truck inventory financing services to independent dealers. In addition, this segment offers loans and leases directly to customers for the acquisition of trucks and related equipment. The company also manufactures and markets industrial winches under the Braden, Carco, and Gearmatic nameplates. PACCAR Inc was founded in 1905 and is headquartered in Bellevue, Washington.",USD,Industrials,Capital Goods,Machinery,NMS,NASDAQ Global Select,United States,WA,Bellevue,98004,http://www.paccar.com,Large Cap,US6937181088,693718108,BBG000BQW5S2,BBG000BQVTF5,BBG001S5V1S8
PCG,PG&E Corporation,"PG&E Corporation, through its subsidiary, Pacific Gas and Electric Company, engages in the sale and delivery of electricity and natural gas to customers in northern and central California, the United States. It generates electricity using nuclear, hydroelectric, fossil fuel-fired, fuel cell, and photovoltaic sources. As of December 31, 2020, the company owns and operates approximately 18,000 circuit miles of interconnected transmission lines, 35 electric transmission substations, approximately 108,000 circuit miles of distribution lines, 68 transmission switching substations, and 758 distribution substations; and natural gas transmission, storage, and distribution system consisting of approximately 43,500 miles of distribution pipelines, approximately 6,300 miles of backbone and local transmission pipelines, and various storage facilities. It serves residential, commercial, industrial, and agricultural customers, as well as natural gas-fired electric generation facilities. The company was founded in 1905 and is headquartered in San Francisco, California.",USD,Utilities,Utilities,Electric Utilities,NYQ,New York Stock Exchange,United States,CA,San Francisco,94177,http://www.pgecorp.com,Large Cap,,,BBG000BQWSK0,BBG000BQWPC5,BBG001S5V206
PCH,PotlatchDeltic Corporation,"PotlatchDeltic (NASDAQ:PCH) is a leading Real Estate Investment Trust (REIT) that owns 1.8 million acres of timberlands in Alabama, Arkansas, Idaho, Louisiana, Minnesota and Mississippi. Through its taxable REIT subsidiary, the company also operates six sawmills, an industrial-grade plywood mill, a residential and commercial real estate development business and a rural timberland sales program. PotlatchDeltic, a leader in sustainable forest management, is committed to environmental and social responsibility and to responsible governance.",USD,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),NMS,NASDAQ Global Select,United States,WA,Spokane,99201,http://www.potlatchdeltic.com,Mid Cap,US7376301039,737630103,BBG000BQXCV2,BBG000BQX2N3,BBG001S5V215
PD,"PagerDuty, Inc.","PagerDuty, Inc. operates a digital operations management platform in the United States and internationally. Its platform harnesses digital signals from virtually any software-enabled system or device, combines it with human response data, and orchestrates teams to take the right actions in real time. The company's platform provides on-call management, event intelligence, incident response, business visibility, and advanced analytics solutions to address digital operations management requirements. It serves various industries, including software and technology, telecommunications, retail, travel and hospitality, media and entertainment, and financial services. PagerDuty, Inc. was founded in 2009 and is headquartered in San Francisco, California.",USD,Information Technology,Software & Services,Software,NYQ,New York Stock Exchange,United States,CA,San Francisco,94103,http://www.pagerduty.com,Mid Cap,,,,,
PDCO,"Patterson Companies, Inc.","Patterson Companies, Inc. distributes and sells dental and animal health products in the United States, the United Kingdom, and Canada. It operates through three segments; Dental, Animal Health, and Corporate segments. The Dental segment offers consumable products, including infection control, restorative materials, hand instruments, and sterilization products; basic and advanced technology dental equipment; technology solutions, such as practice management software and e-commerce solutions; patient education systems; and office forms and stationery. It also provides a range of related services comprising software and design services, maintenance and repair, and equipment financing. The Animal Health segment distributes pharmaceuticals, vaccines, parasiticides, diagnostics, prescription and non-prescription diets, nutritionals, consumable supplies, equipment, and software, as well as value-added services. This segment also provides private label portfolio of products to veterinarians, producers, and retailers under the Aspen, First Companion, and Patterson Veterinary brands. The Corporate segment offers customer financing services; and sells other miscellaneous products. It serves dentists, laboratories, institutions, other healthcare professionals, veterinarians, other animal health professionals, production animal operators, and animal health product retailers. The company was formerly known as Patterson Dental Company and changed its name to Patterson Companies, Inc. in June 2004. Patterson Companies, Inc. was founded in 1877 and is headquartered in Saint Paul, Minnesota.",USD,Health Care,Health Care Equipment & Services,Health Care Providers & Services,NMS,NASDAQ Global Select,United States,MN,Saint Paul,55120,http://www.pattersoncompanies.com,Mid Cap,US7033951036,703395103,BBG000BQYC69,BBG000BQY289,BBG001S5V2S6
PEAK,"Healthpeak Properties, Inc.","Healthpeak Properties, Inc. is a fully integrated real estate investment trust (REIT) and S&P 500 company. Healthpeak owns and develops high-quality real estate in the three private-pay healthcare asset classes of Life Science, Medical Office and Senior Housing, designed to provide stability through the inevitable industry cycles. At Healthpeak, we pair our deep understanding of the healthcare real estate market with a strong vision for long-term growth.",USD,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),NYQ,New York Stock Exchange,United States,CO,Denver,80237,http://www.healthpeak.com,Mid Cap,US42250P1030,42250P103,BBG000BKYGV5,BBG000BKYDP9,BBG001S5RTS2
PEG,Public Service Enterprise Group Incorporated,"Public Service Enterprise Group Incorporated, through its subsidiaries, operates as an energy company primarily in the Northeastern and Mid-Atlantic United States. It operates through two segments, PSE&G and PSEG Power. The PSE&G segment transmits electricity; distributes electricity and gas to residential, commercial, and industrial customers, as well as invests in solar generation projects, and energy efficiency and related programs; and offers appliance services and repairs. As of December 31, 2020, it had electric transmission and distribution system of 25,000 circuit miles and 860,000  poles; 54 switching stations with an installed capacity of 38,353 megavolt-amperes (MVA), and 245 substations with an installed capacity of 8,647 MVA; four electric distribution headquarters and five electric sub-headquarters; and 18,000 miles of gas mains, 12 gas distribution headquarters, two sub-headquarters, and one meter shop, as well as 58 natural gas metering and regulating stations. The Power segment operates nuclear, gas, oil-fired, and renewable generation assets. It has total generating output was approximately 52,900 gigawatts hours; and owns and operates 467 MW direct current of photovoltaic solar generation facilities. Public Service Enterprise Group Incorporated was incorporated in 1985 and is based in Newark, New Jersey.",USD,Utilities,Utilities,Multi-Utilities,NYQ,New York Stock Exchange,United States,NJ,Newark,7102,http://www.pseg.com,Large Cap,US7445731067,744573106,BBG000BQZP41,BBG000BQZMH4,BBG001S5V3C1
PENN,"Penn National Gaming, Inc.","Penn National Gaming, Inc., together with its subsidiaries, owns and manages gaming and racing properties, and operates video gaming terminals. It operates through four segments: Northeast, South, West, and Midwest. The company operates live sports betting properties in Colorado, Illinois, Indiana, Iowa, Michigan, Mississippi, Nevada, Pennsylvania, and West Virginia; Barstool Sports, an online sports betting app in Pennsylvania; and online social casino, bingo, and online casinos under the iGaming name in Pennsylvania and Michigan. It also owns and operates horse racetracks in West Virginia, Pennsylvania, New Mexico, and Ohio; and harness racetracks in Maine, Ohio, Pennsylvania, and Massachusetts. As of December 31, 2020, the company owned, managed, or had ownership interests in 41 gaming and racing properties in 19 states. It owns various trademarks and service marks, including, Ameristar, Argosy, Boomtown, Greektown, Hollywood Casino, Hollywood Gaming, Hollywood Poker, L'Auberge, M Resort, and MYCHOICE. The company was formerly known as PNRC Corp. and changed its name to Penn National Gaming, Inc. in 1994. Penn National Gaming, Inc. was founded in 1972 and is based in Wyomissing, Pennsylvania.",USD,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",NMS,NASDAQ Global Select,United States,PA,Wyomissing,19610,http://www.pngaming.com,Mid Cap,,,,,
PEP,"PepsiCo, Inc.","PepsiCo, Inc. operates as a food and beverage company worldwide. The company operates through seven segments: Frito-Lay North America; Quaker Foods North America; PepsiCo Beverages North America; Latin America; Europe; Africa, Middle East and South Asia; and Asia Pacific, Australia and New Zealand and China Region. It offers branded dips, cheese-flavored snacks, and tortillas, as well as corn, potato, and tortilla chips; cereals, rice, pasta, mixes and syrups, granola bars, grits, oatmeal, rice cakes, simply granola, and side dishes; beverage concentrates, fountain syrups, and finished goods; ready-to-drink tea, coffee, and juices; and dairy products. The company provides its products primarily under the Cheetos, Doritos, Fritos, Lay's, Ruffles, Tostitos, Aunt Jemima, Cap'n crunch, Life, Pasta Roni, Quaker Chewy, Quaker, Rice-A-Roni, Aquafina, Diet Mountain Dew, Diet Pepsi, Gatorade, Mountain Dew, Pepsi, Propel, Sierra Mist, Tropicana, Emperador, Marias Gamesa, Rosquinhas Mabel, Sabritas, Saladitas, 7UP, Gatorade, H2oh!, Manzanita Sol, Mirinda, Pepsi, Pepsi Black, San Carlos, Toddy, Agusha, Chudo, and Domik v Derevne brands. It serves wholesale and other distributors, foodservice customers, grocery stores, drug stores, convenience stores, discount/dollar stores, mass merchandisers, membership stores, hard discounters, e-commerce retailers and authorized independent bottlers, and others through a network of direct-store-delivery, customer warehouse, and distributor networks, as well as directly to consumers through e-commerce platforms and retailers. The company was founded in 1898 and is headquartered in Purchase, New York.",USD,Consumer Staples,"Food, Beverage & Tobacco",Beverages,NMS,NASDAQ Global Select,United States,NY,Purchase,10577,http://www.pepsico.com,Mega Cap,US7134481081,713448108,BBG000DH7TN1,BBG000DH7JK6,BBG001S695T1
PET,Wag! Group Co. Common Stock,,USD,Information Technology,Software & Services,Software,NMS,NASDAQ Global Select,United States,,,,,Micro Cap,,,,,
PFE,Pfizer Inc.,"Pfizer Inc. discovers, develops, manufactures, markets, distributes, and sells biopharmaceutical products worldwide. It offers medicines and vaccines in various therapeutic areas, including cardiovascular metabolic and pain under the Eliquis, Chantix/Champix, and Premarin family brands; biologics, small molecules, immunotherapies, and biosimilars under the Ibrance, Xtandi, Sutent, Inlyta, Retacrit, Lorbrena, and Braftovi brands; and sterile injectable and anti-infective medicines under the Sulperazon, Medrol, Zithromax, Vfend, and Panzyga brands. The company also provides medicines and vaccines in various therapeutic areas, such as pneumococcal disease, meningococcal disease, tick-borne encephalitis, and COVID-19 under the Prevnar 13/Prevenar 13 (pediatric/adult), Nimenrix, FSME/IMMUN-TicoVac, Trumenba, and the Pfizer-BioNTech COVID-19 vaccine brands; biosimilars for chronic immune and inflammatory diseases under the Xeljanz, Enbrel, Inflectra, and Eucrisa/Staquis brands; and amyloidosis, hemophilia, and endocrine diseases under the Vyndaqel/Vyndamax, BeneFIX, and Genotropin brands. In addition, the company is involved in the contract manufacturing business. It serves wholesalers, retailers, hospitals, clinics, government agencies, pharmacies, and individual provider offices, as well as disease control and prevention centers. The company has collaboration agreements with Bristol-Myers Squibb Company; Astellas Pharma US, Inc.; Myovant Sciences Ltd.; Akcea Therapeutics, Inc; Merck KGaA; Valneva SE; BioNTech SE; and Syapse, Inc. Pfizer Inc. was founded in 1849 and is headquartered in New York, New York.",USD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,NYQ,New York Stock Exchange,United States,NY,New York,10017,http://www.pfizer.com,Large Cap,US7170811035,717081103,BBG000BR2F10,BBG000BR2B91,BBG001S5V466
PFG,"Principal Financial Group, Inc.","Principal Financial Group, Inc. provides retirement, asset management, and insurance products and services to businesses, individuals, and institutional clients worldwide. The company operates in Retirement and Income Solutions, Principal Global Investors, Principal International, and U.S. Insurance Solutions segments. The Retirement and Income Solutions segment provides a portfolio of asset accumulation products and services for retirement savings and income. It offers products and services for defined contribution plans, including 401(k) and 403(b) plans, defined benefit pension plans, nonqualified executive benefit plans, employee stock ownership plans, and pension risk transfer services; individual retirement accounts and payroll deduction plans; investment only products; and mutual funds, individual annuities, and bank products. The Principal Global Investors segment provides equity, fixed income, real estate, and other alternative investments, as well as asset allocation, stable value management, and other structured investment strategies. The Principal International segment offers pension accumulation and income annuity products, mutual funds, asset management, and life insurance accumulation products, as well as voluntary savings plans in Brazil, Chile, Mexico, China, Hong Kong Special Administrative Region, India, and Southeast Asia. The U.S. Insurance Solutions segment provides specialty benefits, such as group dental and vision insurance, group life insurance, and group and individual disability insurance, as well as administers group dental, disability, and vision benefits; and individual life insurance products comprising universal, variable universal, indexed universal, and term life insurance products in the United States. It also offers insurance solutions for small and medium-sized businesses and their owners, as well as executives. Principal Financial Group, Inc. was founded in 1879 and is based in Des Moines, Iowa.",USD,Financials,Insurance,Insurance,NMS,NASDAQ Global Select,United States,IA,Des Moines,50392,http://www.principal.com,Large Cap,US74251V1026,74251V102,BBG000NSF0Z7,BBG000NSCNT7,BBG001SD3148
PG,The Procter & Gamble Company,"The Procter & Gamble Company provides branded consumer packaged goods to consumers in North and Latin America, Europe, the Asia Pacific, Greater China, India, the Middle East, and Africa. It operates in five segments: Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine & Family Care. The Beauty segment offers conditioners, shampoos, styling aids, and treatments; and antiperspirants and deodorants, personal cleansing, and skin care products under the Head & Shoulders, Herbal Essences, Pantene, Rejoice, Olay, Old Spice, Safeguard, SK-II, and Secret brands. The Grooming segment provides female and male blades and razors, pre- and post-shave products, and other shave care products; and appliances that include electric shavers and epilators under the Braun, Gillette, and Venus brands. The Health Care segment offers toothbrushes, toothpaste, and other oral care products; and gastrointestinal, rapid diagnostics, respiratory, vitamins/minerals/supplements, pain relief, and other personal health care products under the Crest, Oral-B, Metamucil, Neurobion, Pepto Bismol, and Vicks brands. The Fabric & Home Care segment provides fabric enhancers, laundry additives, and laundry detergents; and air care, dish care, P&G professional, and surface care products under the Ariel, Downy, Gain, Tide, Cascade, Dawn, Fairy, Febreze, Mr. Clean, and Swiffer brands. The Baby, Feminine & Family Care segment baby wipes, taped diapers, and pants; adult incontinence and feminine care products; and paper towels, tissues, and toilet papers under the Luvs, Pampers Always, Always Discreet, Tampax Bounty, Charmin, and Puffs brands. The company sells its products through mass merchandisers, e-commerce, grocery stores, membership club stores, drug stores, department stores, distributors, wholesalers, baby stores, specialty beauty stores, high-frequency stores, pharmacies, electronics stores, and professional channels. The Procter & Gamble Company was founded in 1837 and is headquartered in Cincinnati, Ohio.",USD,Consumer Staples,Household & Personal Products,Household Products,NYQ,New York Stock Exchange,United States,OH,Cincinnati,45202,http://www.pginvestor.com,Mega Cap,US7427181091,742718109,BBG000BR2WS4,BBG000BR2TH3,BBG001S5V4L9
PGR,The Progressive Corporation,"The Progressive Corporation, an insurance holding company, provides personal and commercial auto, personal residential and commercial property, general liability, and other specialty property-casualty insurance products and related services in the United States. It operates in three segments: Personal Lines, Commercial Lines, and Property. The Personal Lines segment writes insurance for personal autos and recreational vehicles (RV). This segment's products include personal auto insurance; and special lines products, including insurance for motorcycles, ATVs, RVs, watercrafts, snowmobiles, and related products. The Commercial Lines segment provides auto-related primary liability and physical damage insurance, and business-related general liability and property insurance for autos, vans, pick-up trucks, and dump trucks used by small businesses; tractors, trailers, and straight trucks primarily used by regional general freight and expeditor-type businesses, and long-haul operators; dump trucks, log trucks, and garbage trucks used by dirt, sand and gravel, logging, and coal-type businesses; and tow trucks and wreckers used in towing services and gas/service station businesses; as well as non-fleet and airport taxis, and black-car services. The Property segment writes residential property insurance for homes, condos, manufactured homes, and renters, as well as offers personal umbrella insurance, and primary and excess flood insurance. The company also offers policy issuance and claims adjusting services; and acts as an agent to place business owner's policies, general and professional liability, and workers' compensation insurance. In addition, it provides reinsurance services. The company sells its products through independent insurance agencies, as well as directly on Internet through mobile devices, and over the phone. The Progressive Corporation was founded in 1937 and is headquartered in Mayfield, Ohio.",USD,Financials,Insurance,Insurance,NYQ,New York Stock Exchange,United States,OH,Mayfield,44143,http://www.progressive.com,Large Cap,US7433151039,743315103,BBG000BR39M0,BBG000BR37X2,BBG001S5V509
PH,Parker-Hannifin Corporation,"Parker-Hannifin Corporation manufactures and sells motion and control technologies and systems for various mobile, industrial, and aerospace markets worldwide. The company operates through two segments, Diversified Industrial and Aerospace Systems. The Diversified Industrial segment offers sealing, shielding, thermal products and systems, adhesives, coatings, and noise vibration and harshness solutions; filters, systems, and diagnostics solutions to monitor and remove contaminants from fuel, air, oil, water, and other liquids and gases; connectors, which control, transmit, and contain fluid; control solutions for extreme corrosion resistance, temperatures, pressures, and precise flow; and hydraulic, pneumatic, and electromechanical components and systems for builders and users of mobile and industrial machinery and equipment. This segment sells its products to original equipment manufacturers (OEMs) and distributors who serve the replacement markets in manufacturing, packaging, processing, transportation, construction, refrigeration and air conditioning, agricultural, and military machinery and equipment industries. The Aerospace Systems segment offers products for use in commercial and military airframe and engine programs, such as control actuation systems and components, engine build-up ducting, engine exhaust nozzles and assemblies, engine systems and components, fluid conveyance systems and components, fuel systems and components, fuel tank inerting systems, hydraulic systems and components, lubrication components, pilot controls, pneumatic control components, thermal management products, and wheels and brakes, as well as fluid metering, delivery, and atomization devices. This segment markets its products directly to OEMs and end users. It markets its products through direct-sales employees, independent distributors, and sales representatives. The company was founded in 1917 and is headquartered in Cleveland, Ohio.",USD,Industrials,Capital Goods,Machinery,NYQ,New York Stock Exchange,United States,OH,Cleveland,44124-4141,http://www.parker.com,Large Cap,US7010941042,701094104,BBG000BR3N30,BBG000BR3KL6,BBG001S5V554
PHM,"PulteGroup, Inc.","PulteGroup, Inc., through its subsidiaries, primarily engages in the homebuilding business in the United States. The company acquires and develops land primarily for residential purposes; and constructs housing on such land. It offers various home designs, including single-family detached, townhouses, condominiums, and duplexes under the Centex, Pulte Homes, Del Webb, DiVosta Homes, American West, and John Wieland Homes and Neighborhoods brand names. As of December 31, 2020, the company controlled 180,352 lots, of which 91,363 were owned and 88,989 were under land option agreements. It also arranges financing through the origination of mortgage loans primarily for homebuyers; sells the servicing rights for the originated loans; and provides title insurance policies, and examination and closing services to homebuyers. The company was formerly known as Pulte Homes, Inc. and changed its name to PulteGroup, Inc. in March 2010. PulteGroup, Inc. was founded in 1950 and is headquartered in Atlanta, Georgia.",USD,Industrials,Capital Goods,Construction & Engineering,NYQ,New York Stock Exchange,United States,GA,Atlanta,30326,http://www.pultegroup.com,Large Cap,ES0169501022,,,,
PKG,Packaging Corporation of America,"Packaging Corporation of America manufactures and sells containerboard and corrugated packaging products in the United States. The company operates through Packaging and Paper segments. The Packaging segment offers various containerboard and corrugated packaging products, such as conventional shipping containers used to protect and transport manufactured goods; multi-color boxes and displays that help to merchandise the packaged product in retail locations; and honeycomb protective packaging products, as well as packaging for meat, fresh fruit and vegetables, processed food, beverages, and other industrial and consumer products. This segment sells its corrugated products through a direct sales and marketing organization, independent brokers, and distribution partners. The Paper segment manufactures and sells commodity and specialty papers, as well as communication-based papers, including cut-size office papers, and printing and converting papers. This segment sells white papers through its sales and marketing organization. Packaging Corporation of America was founded in 1867 and is headquartered in Lake Forest, Illinois.",USD,Consumer Discretionary,Retailing,Distributors,NYQ,New York Stock Exchange,United States,IL,Lake Forest,60045,http://www.packagingcorp.com,Large Cap,US6951561090,695156109,BBG000BB8WD9,BBG000BB8SW7,BBG001S5V741
PKI,"PerkinElmer, Inc.","PerkinElmer, Inc. provides products, services, and solutions to the diagnostics, life sciences, and applied services markets worldwide. The company operates in two segments, Discovery & Analytical Solutions and Diagnostics. The Discovery & Analytical Solutions segment offers a suite of solutions, including reagents, informatics, and detection and imaging technologies that enable scientists to enhance research breakthroughs in the life sciences research market, as well as laboratory services. It also provides analytical technologies, solutions, and services for the environmental, food, and industrial markets that enable its customers to understand the characterization and health of various aspects, including air, water, and soil. In addition, this segment offers solutions to farmers and food producers; and analytical instrumentation for the industrial market, which includes the chemical, semiconductor and electronics, energy, lubricant, petrochemical, and polymer industries. The Diagnostics segment provides instruments, reagents, assay platforms, and software products for the early detection of genetic disorders, such as pregnancy and early childhood, as well as infectious disease testing in the diagnostics market. Its products are used for testing and screening genetic abnormalities, disorders, and diseases, including down syndrome, hypothyroidism, muscular dystrophy, infertility, and various metabolic conditions. This segment also develops technologies that enable and support genomic workflows using protein coupled receptor and next-generation DNA sequencing for applications in oncology and drug discovery. The company serves pharmaceutical and biotechnology companies, laboratories, academic and research institutions, public health authorities, private healthcare organizations, doctors, and government agencies. PerkinElmer, Inc. was founded in 1937 and is headquartered in Waltham, Massachusetts.",USD,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,NYQ,New York Stock Exchange,United States,MA,Waltham,2451,http://www.perkinelmer.com,Large Cap,US7140461093,714046109,BBG000FXX8N1,BBG000FXW512,BBG001SBKS35
PLD,"Prologis, Inc.","Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. As of December 31, 2020, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 984 million square feet (91 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 5,500 customers principally across two major categories: business-to-business and retail/online fulfillment.",USD,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),NYQ,New York Stock Exchange,United States,CA,San Francisco,94111,http://www.prologis.com,Large Cap,,,BBG000B9Z339,BBG000B9Z0J8,BBG001S5NMN6
PLL,Piedmont Lithium Limited,"Piedmont Lithium Limited engages in the exploration and development of resource projects in the United States. The company primarily holds a 100% interest in the Piedmont lithium project covering a landholding of 2,126 acres in the North Carolina, the United States. It also owns a 61-acre property in Kings Mountain, North Carolina. The company was formerly known as WCP Resources Limited and changed its name to Piedmont Lithium Limited in August 2017. Piedmont Lithium Limited was incorporated in 1983 and is based in Perth, Australia.",USD,Materials,Materials,Metals & Mining,NMS,NASDAQ Global Select,Australia,WA,Perth,6000,http://www.piedmontlithium.com,Micro Cap,US7443201022,744320102,,,
PM,Philip Morris International Inc.,"Philip Morris International Inc., through its subsidiaries, manufactures and sells cigarettes, other nicotine-containing products, smoke-free products, and related electronic devices and accessories. The company offers IQOS smoke-free products, including heated tobacco and nicotine-containing vapor products under the HEETS, HEETS Creations, HEETS Dimensions, HEETS Marlboro, HEETS FROM MARLBORO, Marlboro Dimensions, Marlboro HeatSticks, and Parliament HeatSticks brands, as well as under the Fiit and Miix licensed brands. It also sells its products under the Marlboro, Parliament, Bond Street, Chesterfield, L&M, Lark, and Philip Morris brands. In addition, the company owns various cigarette brands, such as Dji Sam Soe, Sampoerna A, and Sampoerna U in Indonesia; and Fortune and Jackpot in the Philippines. It markets and sells its products in the European Union, Eastern Europe, the Middle East, Africa, South and Southeast Asia, East Asia, Australia, Latin America, and Canada. Philip Morris International Inc. was incorporated in 1987 and is headquartered in New York, New York.",USD,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,NYQ,New York Stock Exchange,United States,NY,New York,10017-5592,http://www.pmi.com,Large Cap,US7181721090,718172109,BBG000J2XPB0,BBG000J2XL74,BBG001STP9N1
PNC,"The PNC Financial Services Group, Inc.","The PNC Financial Services Group, Inc. operates as a diversified financial services company in the United States. It operates through three segments: Retail Banking, Corporate & Institutional Banking, and Asset Management Group. The Retail Banking segment offers brokerage, insurance, and investment and cash management services; checking, savings, and money market accounts; certificates of deposits; and lending products, which includes residential mortgages, home equity loans and lines of credit, auto loans, education loans, and personal and small business loans, and credit cards to consumer and small business customers through a network of branches, ATMs, call centers, and online and mobile banking channels. The Corporate & Institutional Banking segment provides secured and unsecured loans, letters of credit, and equipment leases; payables, receivables, deposit and account, liquidity and investments, and online and mobile banking products and services; foreign exchange, derivatives, securities underwriting, loan syndications, and mergers and acquisitions and equity capital markets advisory related services; and commercial loan servicing and technology solutions for the commercial real estate finance industry. The Asset Management Group segment offers investment and retirement planning, customized investment management, private banking, and trust management and administration solutions; and multi-generational family planning products, such as estate, financial, tax planning, fiduciary, investment management and consulting, personal administrative, asset custody, and customized performance reporting services. This segment also provides outsourced chief investment officer, custody, private real estate, cash and fixed income client solutions, and fiduciary retirement advisory services. As of December 31, 2020, it operated 2,162 branches and 8,900 ATMs. The PNC Financial Services Group, Inc. was founded in 1852 and is headquartered in Pittsburgh, Pennsylvania.",USD,Financials,Banks,Banks,NYQ,New York Stock Exchange,United States,PA,Pittsburgh,15222-2401,http://www.pnc.com,Large Cap,,,BBG000BRD2F2,BBG000BRD0D8,BBG001S5V947
PNR,Pentair plc,"Pentair plc provides various smart water solutions worldwide. It operates through two segments, Consumer Solutions; and Industrial & Flow Technologies. The Consumer Solutions segment designs, manufactures, and sells residential and commercial pool equipment and accessories, including pumps, filters, heaters, lights, automatic controls, automatic cleaners, maintenance equipment, and pool accessories for residential and commercial pool maintenance, repair, renovation, service, and construction applications; and water treatment products and systems comprising pressure tanks, control valves, activated carbon products, conventional filtration products, and point-of-entry and point-of-use systems for the use in residential whole home water filtration, drinking water filtration, and water softening solutions, as well as in commercial total water management and filtration in foodservice operations. This segment offers its products under the Everpure, Kreepy Krauly, Pelican, Pentair Water Solutions, RainSoft, and Sta-Rite brands. The Industrial & Flow Technologies segment manufactures and sells fluid treatment products, such as advanced membrane filtration products, separation systems, and membrane bioreactors; water supply and disposal, solid handling, fluid transfer, and turbine pumps; and valves, spray nozzles, process filtration systems, and gas recovery solutions for food and beverage, fluid separation technologies, water and wastewater treatment, water wells, pressure boosting, fire suppression, flood control, agricultural irrigation, crop spray, fluid circulation and transfer, fluid delivery, ion exchange, desalination, residential and municipal wells, and wastewater solids handling applications. This segment offers its products under the Pentair, Aurora, Berkeley, Codeline, Fairbanks-Nijhuis, Haffmans, Hydromatic, Hypro, Jung Pumpen, Myers, Sta-Rite, Shurflo, SÃ¼dmo, and X-Flow brands. Pentair plc was founded in 1966 and is headquartered in London, the United Kingdom.",USD,Industrials,Capital Goods,Machinery,NYQ,New York Stock Exchange,United Kingdom,,London,TW13 QS,http://www.pentair.com,Large Cap,IE00BLS09M33,,BBG000C223L9,BBG000C221G9,BBG001S69VB3
